review,clean_text,sentiment
I loved it.. some levels are confusing specially the grandparent puzzle and the hint is not clear too. Other than that all the other ones are fun to play . I'm waiting for more,loved level confusing specially grandparent puzzle hint clear one fun play waiting,positive
Free five offline games,free five offline game,neutral
Ga me is Amazing,ga amazing,positive
Pls add dc-8 for free in next update. please improve autopilot it can't sense altitude it made my plane crash into mountain it didn't increase altitude,pls add dc free next update please improve autopilot sense altitude made plane crash mountain increase altitude,positive
I cannot update this game I downloaded it 5 to 6 times,update game downloaded time,neutral
"It lives up to its name, very annoying but not because of the puzzles. It has a seriously bad ad problem. Even if you try the ad free for 5 minutes, they give you ""ad breaks"" during the puzzles. Why would you buy the no ads if you still need to deal with them? It's very misleading. Not a fan of that.",life name annoying puzzle seriously bad ad problem even try ad free minute give ad break puzzle would buy ad still need deal misleading fan,negative
Very Poo,poo,neutral
Amazing 😍,amazing smiling face heart eye,positive
Too many ads and hints are unhelpful. It gets old quick,many ad hint unhelpful get old quick,neutral
Amazing,amazing,positive
Game rất hay,game rất hay,neutral
I love this game something it is so fun and motivates me to never give up and it literally saved my life,love game something fun motivates never give literally saved life,positive
Not a bad start,bad start,negative
Wow this the coolest game ever,wow coolest game ever,positive
Pay to play more airplane,pay play airplane,neutral
Sống cho đúng chắt con người nào lũ toxic,sống cho đúng chắt con người nào lũ toxic,neutral
لوعبة جميلة,لوعبة جميلة,neutral
I love it except for i want the 787-9😢,love except want cry face,positive
Great,great,positive
nice,nice,positive
Way way too many half times and adds but other than that pefect,way way many half time add pefect,positive
Best games ever,best game ever,positive
The game is just awesome...... 🤩.... We need the story further..... Limbo 2,game awesome star struck need story limbo,positive
"Why it's the best: 1. There are no ads 2. no microtransactions! 3. It's offline play; you can play it on an airplane. Update: I couldn't sync my progress with Google play games! I lost my games. I think it's a Samsung issue, the stupid Samsung games app seems to interfere when i transferred to my new phone.",best ad microtransactions offline play play airplane update could sync progress google play game lost game think samsung issue stupid samsung game app seems interfere transferred new phone,positive
"Pld add so android has all clear! Im sick of these things, but this game is so good",pld add android clear sick thing game good,positive
good 👍,good thumb,positive
its si fun,si fun,positive
To many ads,many ad,neutral
"Too many ads! I can't even play it offline (well, at least not normal mode)! If you wanna play this game, play it on the switch (which isn't even free!)",many ad even play offline well least normal mode want play game play switch even free,positive
This game is really fun and relaxing. You have to download this game now.,game really fun relaxing download game,positive
only thing annoying about this game is the ads between every failed attempt and completed level,thing annoying game ad every failed attempt completed level,negative
Great game... A masterpiece,great game masterpiece,positive
They made a masterpiece of a pc game run smoothly on the phone. Let's all enjoy.,made masterpiece pc game run smoothly phone let u enjoy,positive
Fun can play at anytime,fun play anytime,positive
Mobile game are fun again. 99.56 Stars,mobile game fun star,positive
I want Free fire back,want free fire back,positive
"The game is a cool time killer, but the ads don't respect your in-game setting of no sounds. So you're playing next to someone you don't want to wake up and you had the have more? Tough luck. The ads will play at top volume and rat you out. The iOS version has a lot less ads",game cool time killer ad respect game setting sound playing next someone want wake tough luck ad play top volume rat io version lot le ad,positive
WE NEED FREE FIRE INDIA 🥺🥺🥺🥺🥺plz,need free fire india pleading face pleading face pleading face pleading face pleading face plz,positive
Thank❤ you,thank red heart,positive
Ohhb,ohhb,neutral
I love this gome thankyou garina,love gome thankyou garina,positive
I like it it's very fun,like fun,positive
Nice,nice,positive
Absolutely insane add frequency. How can any human give this any more than one star?,absolutely insane add frequency human give one star,negative
I like this game,like game,positive
The game's suck on the animal game you can just blow into the microphone and it counts but when you make the actual animal sound it doesn't always work and it has to many ads,game suck animal game blow microphone count make actual animal sound always work many ad,negative
i liked this game,liked game,positive
Rác rưởi lắm lỗi vcl chat thì câu đc câu ko game tối ưu như cc phá game hack map cả mớ nói chung là như l,rác rưởi lắm lỗi vcl chat thì câyou đc câyou ko game tối ưyou như cc phá game hack map cả mớ nói chung là như l,negative
We need ff india,need ff india,neutral
ঐচূয,ঐচূয,neutral
I like this🥂,like clinking glass,positive
I rlly love the game but can you add damage models? Like when the engine is on fire and then after 40 seconds the engine drops from the wing and when crash add an explosion nothing else just explosion,really love game add damage model like engine fire second engine drop wing crash add explosion nothing else explosion,positive
Please decrease the rate of rsf pro in photo you are showing rsf pro v,please decrease rate rsf pro photo showing rsf pro v,positive
